1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,22,22,22,22,22,15,22,22,22,22,22,22,22,22,22,22,22,22,22,89,15,22,89,22,22,13,13,13,0
15,22,22,22,22,22,15,22,86,22,77,22,22,22,22,22,22,22,22,75,22,15,22,22,22,22,22,86,22,0
15,22,22,22,22,22,15,22,22,22,22,22,22,77,22,22,75,22,22,22,22,15,22,22,22,22,22,22,22,20
15,22,22,22,22,22,15,22,77,22,22,22,22,22,22,22,22,22,22,22,22,15,22,22,22,22,75,22,22,20
15,22,22,22,22,22,1,1,1,1,1,1,1,5,22,22,22,22,22,22,22,15,22,22,22,22,22,22,22,20
15,22,22,22,22,22,22,22,22,22,22,22,22,5,22,22,22,22,22,22,22,15,22,22,22,75,22,22,22,20
15,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,15,22,22,22,22,22,22,22,20
15,22,22,22,22,50,51,51,51,51,51,51,51,51,55,22,22,15,22,22,44,45,22,22,22,17,22,22,22,10
15,22,22,22,22,15,22,22,89,22,22,22,22,77,0,22,22,15,22,22,22,22,22,22,22,22,22,22,22,10
15,22,22,22,22,15,22,84,22,22,22,77,22,22,20,22,22,15,22,22,22,22,22,22,22,22,22,22,22,0
15,22,22,22,22,15,77,22,22,22,22,22,17,17,20,22,22,54,41,41,41,41,41,44,44,44,44,43,43,0
25,22,22,22,22,15,22,22,77,22,22,17,77,17,20,66,67,15,22,22,22,75,22,22,77,22,22,22,75,0
25,22,22,22,22,1,1,1,1,1,1,5,17,17,20,22,22,15,22,30,22,22,22,89,22,22,22,5,22,0
25,22,22,22,22,22,22,22,22,22,17,25,17,17,20,17,22,15,22,30,22,22,22,22,22,22,77,5,22,0
25,22,22,75,22,22,75,22,22,22,17,25,17,17,20,17,22,15,22,40,44,44,44,44,44,44,44,45,22,0
25,22,22,22,22,22,22,22,22,22,22,25,17,75,20,22,22,22,22,22,22,22,22,22,22,75,22,22,22,0
25,22,22,22,22,22,22,17,17,89,17,25,17,17,22,22,22,86,22,22,22,22,77,22,22,22,22,86,22,0
15,22,75,22,22,22,22,17,17,17,17,25,17,17,22,17,17,17,17,17,17,17,17,17,17,17,22,17,32,0
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,42,42,42,42,42,42,41,41,41,41
